A2XVJBSRI3SWDI,0000031887,5.0,1383523200
A2G0LNLN79Q6HR,0000031887,4.0,1337990400
A2R3K1KX09QBYP,0000031887,2.0,1361059200
A19PBP93OF896,0000031887,1.0,1363824000
A1P0IHU93EF9ZK,0000031887,4.0,1390435200
A3Q6CTO56DJ8UZ,0000031887,4.0,1268697600
A1KLRMWW2FWPL4,0000031887,5.0,1297468800
A1GQPAM8Y45QN7,0000031887,5.0,1356480000
A2G5TCU2WDFZ65,0000031887,5.0,1358553600
AEAN37KUOYSX4,0000031887,5.0,1371859200
A1MCJONUQ78L9T,0000031887,5.0,1402876800
A2QEODSEIT1ME2,0000031887,5.0,1362355200
A2PSIVW9I3TGHD,0000031887,4.0,1386633600
A3CHBY0CB0O7PP,0000031887,5.0,1392681600
AAE8WBNKHQPL5,0000031887,5.0,1354752000
A1Z4XQ937SMPO3,0000031887,5.0,1353456000
A2F9MVWWC0IZYW,0000031887,4.0,1382572800
AZMKXP68HZ4CN,0000031887,5.0,1377302400
AV056ETQ5RXLN,0000031887,1.0,1397692800
A5GPS8FCXTPPI,0000031887,3.0,1356652800
AM1CYMR007O6H,0000031887,5.0,1389744000
A25G580SJ513IC,0000031887,5.0,1387929600
A1MYJDE1JEKLHX,0000031887,4.0,1351036800
A1WAAEP1EBQ3S4,0000031887,3.0,1359158400
A3H1W0DWLW5DLH,0000031887,5.0,1286668800
AJ7SZVK2FSZQJ,0000031887,4.0,1380153600
A17TA3DQZ87RQH,0000031887,5.0,1361059200
A3QW1I2TL6WBS6,0000031887,5.0,1399680000
A36QXSHZCUC7VY,0000031887,4.0,1325376000
AGH2CNG5GFOM,0000031887,5.0,1381708800
A2T247H3WD9NS0,0000031887,5.0,1391040000
A2KSU0OEYSRYNQ,0000031887,4.0,1356048000
A2TVSGUKDUT8HE,0000031887,5.0,1345507200
AEIOS4PFEY8B8,0000031887,3.0,1322265600
A3S51SY6L4RKHY,0000031887,5.0,1340755200
A338UR0Q3EG733,0000031887,5.0,1278979200
A1AXA05K077RK6,0000031887,3.0,1383264000
A1YJJG9T2P6VNS,0000031887,5.0,1388620800
